driver_id,date,day_of_week,stop_id,stop_name,lat,lng,visit_time,visit_hour,visit_duration_min,travel_time_min,traffic_mult,traffic_zone,stop_sequence,total_stops
D1,2026-01-15,3,L09,Vishal Mega Mart Golf City,26.795803,80.952637,09:19,9,33,33.2,1.58,medium_traffic,2,6
D1,2026-01-15,3,L07,More Supermarket Mahanagar,26.933135,80.871408,10:25,10,27,25.1,1.32,low_traffic,3,6
D1,2026-01-15,3,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,11:17,11,33,9.4,1.04,low_traffic,4,6
D1,2026-01-15,3,L04,D-Mart Saharaganj,26.731802,81.041406,11:59,11,41,13.3,0.89,low_traffic,5,6
D1,2026-01-15,3,L06,Star Bazaar Rajajipuram,26.722052,81.068377,12:53,12,21,21.8,0.87,low_traffic,6,6
D1,2026-01-16,4,L07,More Supermarket Mahanagar,26.933135,80.871408,09:10,9,21,18.6,1.69,low_traffic,1,6
D1,2026-01-16,4,L06,Star Bazaar Rajajipuram,26.722052,81.068377,09:49,9,18,40.0,1.74,low_traffic,2,6
D1,2026-01-16,4,L05,Spencer's Indiranagar,26.87299,81.000299,10:47,10,21,30.8,1.4,medium_traffic,3,6
D1,2026-01-16,4,L08,V-Mart Chinhat,26.763974,80.863885,11:38,11,15,13.7,0.91,low_traffic,4,6
D1,2026-01-16,4,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,12:06,12,17,11.9,0.85,medium_traffic,5,6
D1,2026-01-16,4,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,12:34,12,40,9.2,0.92,low_traffic,6,6
D1,2026-01-17,5,L08,V-Mart Chinhat,26.763974,80.863885,08:37,8,12,28.5,1.78,low_traffic,1,4
D1,2026-01-17,5,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,09:17,9,16,28.4,1.35,medium_traffic,2,4
D1,2026-01-17,5,L04,D-Mart Saharaganj,26.731802,81.041406,10:01,10,37,29.9,1.66,low_traffic,3,4
D1,2026-01-17,5,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,11:07,11,29,23.3,0.97,low_traffic,4,4
D1,2026-01-19,0,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,09:27,9,16,38.6,1.33,medium_traffic,1,8
D1,2026-01-19,0,L08,V-Mart Chinhat,26.763974,80.863885,10:21,10,13,46.7,1.61,low_traffic,2,8
D1,2026-01-19,0,L03,Reliance Fresh Aliganj,26.757265,80.856759,11:20,11,16,16.8,0.99,low_traffic,3,8
D1,2026-01-19,0,L07,More Supermarket Mahanagar,26.933135,80.871408,11:52,11,20,19.1,0.91,low_traffic,4,8
D1,2026-01-19,0,L09,Vishal Mega Mart Golf City,26.795803,80.952637,12:31,12,39,15.8,0.93,medium_traffic,5,8
D1,2026-01-19,0,L06,Star Bazaar Rajajipuram,26.722052,81.068377,13:25,13,25,23.7,1.13,low_traffic,6,8
D1,2026-01-19,0,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,14:13,14,39,37.4,1.29,low_traffic,7,8
D1,2026-01-19,0,L05,Spencer's Indiranagar,26.87299,81.000299,15:29,15,25,27.8,1.03,medium_traffic,8,8
D1,2026-01-20,1,L08,V-Mart Chinhat,26.763974,80.863885,09:28,9,20,21.3,1.52,low_traffic,1,7
D1,2026-01-20,1,L05,Spencer's Indiranagar,26.87299,81.000299,10:09,10,26,20.0,1.54,medium_traffic,2,7
D1,2026-01-20,1,L06,Star Bazaar Rajajipuram,26.722052,81.068377,10:55,10,25,32.2,1.34,low_traffic,3,7
D1,2026-01-20,1,L04,D-Mart Saharaganj,26.731802,81.041406,11:52,11,32,17.6,0.98,low_traffic,4,7
D1,2026-01-20,1,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,12:41,12,21,15.2,1.01,medium_traffic,5,7
D1,2026-01-20,1,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,13:17,13,13,16.2,1.16,medium_traffic,6,7
D1,2026-01-20,1,L03,Reliance Fresh Aliganj,26.757265,80.856759,13:46,13,15,16.5,1.1,low_traffic,7,7
D1,2026-01-21,2,L03,Reliance Fresh Aliganj,26.757265,80.856759,08:41,8,20,18.0,1.64,low_traffic,1,5
D1,2026-01-21,2,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,09:19,9,40,19.6,1.51,low_traffic,2,5
D1,2026-01-21,2,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,10:18,10,18,42.7,1.78,medium_traffic,3,5
D1,2026-01-21,2,L05,Spencer's Indiranagar,26.87299,81.000299,11:18,11,17,12.9,0.86,medium_traffic,4,5
D1,2026-01-21,2,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,11:47,11,21,20.7,0.94,medium_traffic,5,5
D1,2026-01-22,3,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,09:16,9,32,47.0,1.68,low_traffic,1,7
D1,2026-01-22,3,L06,Star Bazaar Rajajipuram,26.722052,81.068377,10:35,10,22,40.3,1.68,low_traffic,2,7
D1,2026-01-22,3,L03,Reliance Fresh Aliganj,26.757265,80.856759,11:37,11,15,15.7,0.98,low_traffic,3,7
D1,2026-01-22,3,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,12:07,12,14,14.8,0.87,medium_traffic,4,7
D1,2026-01-22,3,L04,D-Mart Saharaganj,26.731802,81.041406,12:35,12,39,16.2,0.9,low_traffic,5,7
D1,2026-01-22,3,L05,Spencer's Indiranagar,26.87299,81.000299,13:30,13,19,13.4,1.12,medium_traffic,6,7
D1,2026-01-22,3,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,14:02,14,22,14.2,1.18,medium_traffic,7,7
D1,2026-01-23,4,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,09:24,9,22,45.5,1.75,medium_traffic,1,6
D1,2026-01-23,4,L08,V-Mart Chinhat,26.763974,80.863885,10:31,10,18,34.1,1.31,low_traffic,2,6
D1,2026-01-23,4,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,11:23,11,32,18.1,0.95,low_traffic,3,6
D1,2026-01-23,4,L06,Star Bazaar Rajajipuram,26.722052,81.068377,12:13,12,23,21.0,1.0,low_traffic,4,6
D1,2026-01-23,4,L04,D-Mart Saharaganj,26.731802,81.041406,12:57,12,43,25.0,1.0,low_traffic,5,6
D1,2026-01-23,4,L05,Spencer's Indiranagar,26.87299,81.000299,14:05,14,23,18.3,1.22,medium_traffic,6,6
D1,2026-01-24,5,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,09:08,9,11,44.8,1.79,medium_traffic,1,3
D1,2026-01-24,5,L09,Vishal Mega Mart Golf City,26.795803,80.952637,10:03,10,40,45.5,1.75,medium_traffic,2,3
D1,2026-01-24,5,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,11:28,11,21,9.8,0.98,medium_traffic,3,3
D1,2026-01-26,0,L05,Spencer's Indiranagar,26.87299,81.000299,09:21,9,20,33.6,1.68,medium_traffic,1,8
D1,2026-01-26,0,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,10:14,10,15,35.3,1.68,medium_traffic,2,8
D1,2026-01-26,0,L07,More Supermarket Mahanagar,26.933135,80.871408,11:04,11,15,23.5,1.02,low_traffic,3,8
D1,2026-01-26,0,L06,Star Bazaar Rajajipuram,26.722052,81.068377,11:42,11,20,9.0,1.0,low_traffic,4,8
D1,2026-01-26,0,L04,D-Mart Saharaganj,26.731802,81.041406,12:11,12,43,8.9,0.89,low_traffic,5,8
D1,2026-01-26,0,L09,Vishal Mega Mart Golf City,26.795803,80.952637,13:02,13,43,11.6,1.29,medium_traffic,6,8
D1,2026-01-26,0,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,13:56,13,31,16.7,1.11,low_traffic,7,8
D1,2026-01-26,0,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,14:43,14,13,34.3,1.27,medium_traffic,8,8
D1,2026-01-27,1,L07,More Supermarket Mahanagar,26.933135,80.871408,08:10,8,24,19.6,1.78,low_traffic,1,6
D1,2026-01-27,1,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,08:53,8,37,22.3,1.31,low_traffic,2,6
D1,2026-01-27,1,L06,Star Bazaar Rajajipuram,26.722052,81.068377,09:52,9,21,32.8,1.64,low_traffic,3,6
D1,2026-01-27,1,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,10:45,10,12,24.8,1.77,medium_traffic,4,6
D1,2026-01-27,1,L04,D-Mart Saharaganj,26.731802,81.041406,11:21,11,34,27.2,0.97,low_traffic,5,6
D1,2026-01-27,1,L09,Vishal Mega Mart Golf City,26.795803,80.952637,12:22,12,41,14.8,0.87,medium_traffic,6,6
D1,2026-01-28,2,L08,V-Mart Chinhat,26.763974,80.863885,08:26,8,18,18.8,1.71,low_traffic,1,5
D1,2026-01-28,2,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,09:02,9,18,49.8,1.78,medium_traffic,2,5
D1,2026-01-28,2,L07,More Supermarket Mahanagar,26.933135,80.871408,10:09,10,17,34.6,1.65,low_traffic,3,5
D1,2026-01-28,2,L09,Vishal Mega Mart Golf City,26.795803,80.952637,11:00,11,35,28.0,1.0,medium_traffic,4,5
D1,2026-01-28,2,L03,Reliance Fresh Aliganj,26.757265,80.856759,12:03,12,20,24.2,0.97,low_traffic,5,5
D1,2026-01-29,3,L04,D-Mart Saharaganj,26.731802,81.041406,09:36,9,36,32.2,1.61,low_traffic,1,8
D1,2026-01-29,3,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,10:44,10,13,23.6,1.31,medium_traffic,2,8
D1,2026-01-29,3,L06,Star Bazaar Rajajipuram,26.722052,81.068377,11:20,11,27,18.1,0.95,low_traffic,3,8
D1,2026-01-29,3,L09,Vishal Mega Mart Golf City,26.795803,80.952637,12:05,12,40,14.4,0.9,medium_traffic,4,8
D1,2026-01-29,3,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,12:59,12,36,15.8,0.99,low_traffic,5,8
D1,2026-01-29,3,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,13:50,13,12,15.4,1.1,medium_traffic,6,8
D1,2026-01-29,3,L03,Reliance Fresh Aliganj,26.757265,80.856759,14:17,14,15,24.1,1.15,low_traffic,7,8
D1,2026-01-29,3,L05,Spencer's Indiranagar,26.87299,81.000299,14:56,14,27,18.1,1.21,medium_traffic,8,8
D1,2026-01-30,4,L05,Spencer's Indiranagar,26.87299,81.000299,09:42,9,24,36.6,1.59,medium_traffic,1,8
D1,2026-01-30,4,L07,More Supermarket Mahanagar,26.933135,80.871408,10:42,10,26,33.0,1.57,low_traffic,2,8
D1,2026-01-30,4,L06,Star Bazaar Rajajipuram,26.722052,81.068377,11:41,11,26,18.2,0.96,low_traffic,3,8
D1,2026-01-30,4,L04,D-Mart Saharaganj,26.731802,81.041406,12:25,12,35,16.0,0.94,low_traffic,4,8
D1,2026-01-30,4,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,13:16,13,16,16.1,1.15,medium_traffic,5,8
D1,2026-01-30,4,L03,Reliance Fresh Aliganj,26.757265,80.856759,13:48,13,20,28.0,1.12,low_traffic,6,8
D1,2026-01-30,4,L09,Vishal Mega Mart Golf City,26.795803,80.952637,14:36,14,34,17.4,1.24,medium_traffic,7,8
D1,2026-01-30,4,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,15:27,15,39,16.0,1.0,low_traffic,8,8
D1,2026-01-31,5,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,09:00,9,15,19.8,1.65,medium_traffic,1,5
D1,2026-01-31,5,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,09:34,9,36,11.9,1.32,low_traffic,2,5
D1,2026-01-31,5,L04,D-Mart Saharaganj,26.731802,81.041406,10:21,10,41,17.4,1.45,low_traffic,3,5
D1,2026-01-31,5,L06,Star Bazaar Rajajipuram,26.722052,81.068377,11:19,11,16,23.5,1.02,low_traffic,4,5
D1,2026-01-31,5,L03,Reliance Fresh Aliganj,26.757265,80.856759,11:58,11,12,26.5,1.02,low_traffic,5,5
D1,2026-02-02,0,L07,More Supermarket Mahanagar,26.933135,80.871408,09:31,9,25,37.5,1.34,low_traffic,1,8
D1,2026-02-02,0,L05,Spencer's Indiranagar,26.87299,81.000299,10:33,10,28,16.0,1.33,medium_traffic,2,8
D1,2026-02-02,0,L09,Vishal Mega Mart Golf City,26.795803,80.952637,11:17,11,32,16.3,0.96,medium_traffic,3,8
D1,2026-02-02,0,L04,D-Mart Saharaganj,26.731802,81.041406,12:05,12,39,11.6,1.05,low_traffic,4,8
D1,2026-02-02,0,L03,Reliance Fresh Aliganj,26.757265,80.856759,12:55,12,17,27.0,1.0,low_traffic,5,8
D1,2026-02-02,0,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,13:39,13,40,18.9,1.26,low_traffic,6,8
D1,2026-02-02,0,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,14:37,14,18,26.4,1.2,medium_traffic,7,8
D1,2026-02-02,0,L06,Star Bazaar Rajajipuram,26.722052,81.068377,15:21,15,21,23.7,0.91,low_traffic,8,8
D1,2026-02-03,1,L05,Spencer's Indiranagar,26.87299,81.000299,08:15,8,18,13.9,1.39,medium_traffic,1,7
D1,2026-02-03,1,L09,Vishal Mega Mart Golf City,26.795803,80.952637,08:46,8,42,28.6,1.3,medium_traffic,2,7
D1,2026-02-03,1,L04,D-Mart Saharaganj,26.731802,81.041406,09:56,9,31,27.2,1.6,low_traffic,3,7
D1,2026-02-03,1,L03,Reliance Fresh Aliganj,26.757265,80.856759,10:54,10,12,42.6,1.42,low_traffic,4,7
D1,2026-02-03,1,L06,Star Bazaar Rajajipuram,26.722052,81.068377,11:48,11,16,21.8,0.99,low_traffic,5,7
D1,2026-02-03,1,L08,V-Mart Chinhat,26.763974,80.863885,12:25,12,24,15.8,0.99,low_traffic,6,7
D1,2026-02-03,1,L07,More Supermarket Mahanagar,26.933135,80.871408,13:04,13,25,32.8,1.26,low_traffic,7,7
D1,2026-02-04,2,L08,V-Mart Chinhat,26.763974,80.863885,08:19,8,16,41.6,1.6,low_traffic,1,6
D1,2026-02-04,2,L05,Spencer's Indiranagar,26.87299,81.000299,09:16,9,27,33.4,1.52,medium_traffic,2,6
D1,2026-02-04,2,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,10:16,10,32,29.0,1.45,low_traffic,3,6
D1,2026-02-04,2,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,11:17,11,18,21.8,0.95,medium_traffic,4,6
D1,2026-02-04,2,L03,Reliance Fresh Aliganj,26.757265,80.856759,11:56,11,14,7.8,0.87,low_traffic,5,6
D1,2026-02-04,2,L09,Vishal Mega Mart Golf City,26.795803,80.952637,12:17,12,35,27.0,1.0,medium_traffic,6,6
D1,2026-02-05,3,L05,Spencer's Indiranagar,26.87299,81.000299,09:17,9,22,36.1,1.39,medium_traffic,1,5
D1,2026-02-05,3,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,10:15,10,12,37.3,1.62,medium_traffic,2,5
D1,2026-02-05,3,L09,Vishal Mega Mart Golf City,26.795803,80.952637,11:04,11,36,19.7,0.94,medium_traffic,3,5
D1,2026-02-05,3,L08,V-Mart Chinhat,26.763974,80.863885,11:59,11,14,10.0,0.91,low_traffic,4,5
D1,2026-02-05,3,L03,Reliance Fresh Aliganj,26.757265,80.856759,12:23,12,15,27.6,0.92,low_traffic,5,5
D1,2026-02-06,4,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,09:32,9,21,13.7,1.71,medium_traffic,1,7
D1,2026-02-06,4,L06,Star Bazaar Rajajipuram,26.722052,81.068377,10:06,10,21,38.1,1.73,low_traffic,2,7
D1,2026-02-06,4,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,11:05,11,16,20.6,0.86,medium_traffic,3,7
D1,2026-02-06,4,L05,Spencer's Indiranagar,26.87299,81.000299,11:41,11,26,22.3,0.97,medium_traffic,4,7
D1,2026-02-06,4,L03,Reliance Fresh Aliganj,26.757265,80.856759,12:29,12,11,8.5,0.94,low_traffic,5,7
D1,2026-02-06,4,L08,V-Mart Chinhat,26.763974,80.863885,12:48,12,16,10.8,0.9,low_traffic,6,7
D1,2026-02-06,4,L04,D-Mart Saharaganj,26.731802,81.041406,13:14,13,38,35.7,1.19,low_traffic,7,7
D1,2026-02-07,5,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,08:29,8,13,49.6,1.77,medium_traffic,1,3
D1,2026-02-07,5,L07,More Supermarket Mahanagar,26.933135,80.871408,09:31,9,19,46.5,1.55,low_traffic,2,3
D1,2026-02-07,5,L06,Star Bazaar Rajajipuram,26.722052,81.068377,10:36,10,21,24.8,1.55,low_traffic,3,3
D1,2026-02-09,0,L07,More Supermarket Mahanagar,26.933135,80.871408,08:17,8,20,35.5,1.69,low_traffic,1,8
D1,2026-02-09,0,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,09:12,9,32,42.5,1.77,low_traffic,2,8
D1,2026-02-09,0,L03,Reliance Fresh Aliganj,26.757265,80.856759,10:26,10,19,29.1,1.71,low_traffic,3,8
D1,2026-02-09,0,L06,Star Bazaar Rajajipuram,26.722052,81.068377,11:14,11,24,23.7,0.91,low_traffic,4,8
D1,2026-02-09,0,L09,Vishal Mega Mart Golf City,26.795803,80.952637,12:01,12,33,24.2,1.05,medium_traffic,5,8
D1,2026-02-09,0,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,12:58,12,16,21.6,0.94,medium_traffic,6,8
D1,2026-02-09,0,L05,Spencer's Indiranagar,26.87299,81.000299,13:35,13,22,29.2,1.17,medium_traffic,7,8
D1,2026-02-09,0,L10,Lulu Hypermarket Faizabad Road,26.829006,80.89192,14:26,14,14,21.4,1.19,medium_traffic,8,8
D1,2026-02-10,1,L05,Spencer's Indiranagar,26.87299,81.000299,09:24,9,18,50.1,1.79,medium_traffic,1,6
D1,2026-02-10,1,L02,Big Bazaar Gomti Nagar,26.907018,80.971851,10:32,10,13,14.0,1.55,medium_traffic,2,6
D1,2026-02-10,1,L06,Star Bazaar Rajajipuram,26.722052,81.068377,10:59,10,20,40.3,1.55,low_traffic,3,6
D1,2026-02-10,1,L03,Reliance Fresh Aliganj,26.757265,80.856759,11:59,11,9,22.4,1.02,low_traffic,4,6
D1,2026-02-10,1,L01,Metro Cash & Carry Hazratganj,26.81408,81.063386,12:30,12,28,21.1,0.96,low_traffic,5,6
D1,2026-02-10,1,L08,V-Mart Chinhat,26.763974,80.863885,13:19,13,22,26.0,1.24,low_traffic,6,6
D1,2026-02-11,2,L06,Star Bazaar Rajajipuram,26.722052,81.068377,09:40,9,23,38.2,1.66,low_traffic,1,6
D1,2026-02-11,2,L07,More Supermarket Mahanagar,26.933135,80.871408,10:41,10,18,13.2,1.32,low_traffic,2,6
